"Year","NOM_MUN","idunico","co_num","presence_strength","n.cell","n.weak","n.strong","war","peace","idunico_num","new_cartel_presence","intentional_hom","hom_ym","hom_all","MU_Type","policial","estatal","unico","population","population_male","population_female","population_over17","born_in_state","illiterate_over15","inschool_15to17","inschool_18to24","noschooling_over15","primaryincomplete_over15","yearsofschooling_average","single_over11","indigenousspeaker_over2","economicallyactive","economicallyinactive","employed","housing","homes","homes_malehead","homes_femalehead","ncand","elec_comp","elec_comp_perc","party.mayor","party.governor","party.pres","political_vulnerability","state_political_vulnerability","federal_political_vulnerability","mun_election_year","TT_PERSO","police_any_hom_worked","police_mun_hom_worked","police_state_hom_worked","police_fed_hom_worked","police_any_hom_killed","police_mun_hom_killed","police_state_hom_killed","police_fed_hom_killed","mu","log_pop","log_econin","state_federal_political_vulnerability"
2010,"Comonfort","11009",1,2,0,1,0,0,0,11009,1,NA,4,11,0,0,0,0,77794,36430,41364,45509,74269,192,3003,1732,6367,6958,8535,6.83,26021,30343,24300,21598,16713,11916,4797,20207,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,122,0,0,0,0,0,0,0,0,0,11.2618195863699,10.0982316293286,1
2011,"Comonfort","11009",1,2,0,1,0,0,0,11009,0,7,0,2,0,0,0,0,77794,36430,41364,45509,74269,192,3003,1732,6367,6958,8535,6.83,26021,30343,24300,21598,16713,11916,4797,20207,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,122,0,0,0,0,0,0,0,0,0,11.2618195863699,10.0982316293286,1
2012,"Comonfort","11009",1,2,0,1,0,0,0,11009,0,5,1,4,0,0,0,0,77794,36430,41364,45509,74269,192,3003,1732,6367,6958,8535,6.83,26021,30343,24300,21598,16713,11916,4797,20207,5,9364,0.316918807323925,"pri","pan-panal","pan",1,1,1,1,191,0,0,0,0,0,0,0,0,0,11.2618195863699,10.0982316293286,1
2013,"Comonfort","11009",1,2,0,1,0,0,0,11009,0,8,4,8,0,0,0,0,77794,36430,41364,45509,74269,192,3003,1732,6367,6958,8535,6.83,26021,30343,24300,21598,16713,11916,4797,20207,NA,NA,NA,"pan-pna","pan-panal","pri-pvem",0,0,1,0,191,0,0,0,0,0,0,0,0,0,11.2618195863699,10.0982316293286,0
2014,"Comonfort","11009",1,2,0,1,0,0,0,11009,1,8,3,7,0,0,0,0,77794,36430,41364,45509,74269,192,3003,1732,6367,6958,8535,6.83,26021,30343,24300,21598,16713,11916,4797,20207,NA,NA,NA,"pan-pna","pan-panal","pri-pvem",0,0,1,0,90,0,0,0,0,0,0,0,0,0,11.2618195863699,10.0982316293286,0
2015,"Comonfort","11009",1,2,0,1,0,0,0,11009,0,14,2,10,0,0,0,0,77794,36430,41364,45509,74269,192,3003,1732,6367,6958,8535,6.83,26021,30343,24300,21598,16713,11916,4797,20207,7,1046,0.0398977762520502,"pan-pna","pan-panal","pri-pvem",0,0,1,1,90,0,0,0,0,0,0,0,0,0,11.2618195863699,10.0982316293286,0
2016,"Comonfort","11009",1,2,0,1,0,0,0,11009,0,15,11,25,0,0,0,0,77794,36430,41364,45509,74269,192,3003,1732,6367,6958,8535,6.83,26021,30343,24300,21598,16713,11916,4797,20207,NA,NA,NA,"indep","pan-panal","pri-pvem",1,1,1,0,90,2,1,0,1,2,1,0,1,0,11.2618195863699,10.0982316293286,1
2017,"Comonfort","11009",1,2,0,1,0,0,0,11009,0,7,9,20,0,0,0,0,77794,36430,41364,45509,74269,192,3003,1732,6367,6958,8535,6.83,26021,30343,24300,21598,16713,11916,4797,20207,NA,NA,NA,"indep","pan-panal","pri-pvem",1,1,1,0,90,1,1,0,0,1,1,0,0,0,11.2618195863699,10.0982316293286,1
2018,"Comonfort","11009",1,2,0,1,0,0,0,11009,0,NA,NA,NA,0,0,0,0,77794,36430,41364,45509,74269,192,3003,1732,6367,6958,8535,6.83,26021,30343,24300,21598,16713,11916,4797,20207,7,3121,0.116498693542367,"indep","pan-panal","pri-pvem",1,1,1,1,134,0,0,0,0,1,1,0,0,0,11.2618195863699,10.0982316293286,1
2019,"Comonfort","11009",2,2,0,2,0,1,0,11009,1,NA,NA,NA,0,0,0,0,77794,36430,41364,45509,74269,192,3003,1732,6367,6958,8535,6.83,26021,30343,24300,21598,16713,11916,4797,20207,NA,NA,NA,"morena-pt-pes","pan-prd-mc","morena-pt-pes",0,1,0,0,134,0,0,0,0,0,0,0,0,0,11.2618195863699,10.0982316293286,0
2020,"Comonfort","11009",2,2,0,2,0,1,0,11009,0,NA,NA,NA,0,0,0,0,82216,43483,38733,53561,79047,228,2871,2368,4740,5677,5564,8.17,37053,25789,36412,22029,19536,7831,11705,24694,NA,NA,NA,"morena-pt-pes","pan-prd-mc","morena-pt-pes",0,1,0,0,132,2,1,0,1,2,1,0,1,0,11.3171052093049,10.5026536696252,0
2021,"Comonfort","11009",2,2,0,2,0,1,0,11009,0,NA,NA,NA,0,0,0,0,82216,43483,38733,53561,79047,228,2871,2368,4740,5677,5564,8.17,37053,25789,36412,22029,19536,7831,11705,24694,11,1081,0.0447526392051335,"morena-pt-pes","pan-prd-mc","morena-pt-pes",0,1,0,1,132,NA,NA,NA,NA,NA,NA,NA,NA,0,11.3171052093049,10.5026536696252,0
2000,"Cortazar","11011",0,0,0,0,0,0,0,11011,0,NA,1,1,0,0,0,0,81359,38660,42699,46802,76111,5905,2332,1385,6826,11178,6,21097,117,26601,30924,26281,15973,17773,14147,3626,7,8601,0.260068940493469,"pan","pan","pri",0,0,1,1,111,0,0,0,0,0,0,0,0,0,11.3066267395948,10.3392878604404,0
2001,"Cortazar","11011",0,0,0,0,0,0,0,11011,0,NA,1,4,0,0,0,0,81359,38660,42699,46802,76111,5905,2332,1385,6826,11178,6,21097,117,26601,30924,26281,15973,17773,14147,3626,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,111,0,0,0,0,0,0,0,0,0,11.3066267395948,10.3392878604404,0
2002,"Cortazar","11011",0,0,0,0,0,0,0,11011,0,NA,2,4,0,0,0,0,81359,38660,42699,46802,76111,5905,2332,1385,6826,11178,6,21097,117,26601,30924,26281,15973,17773,14147,3626,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,111,0,0,0,0,0,0,0,0,0,11.3066267395948,10.3392878604404,0
2003,"Cortazar","11011",0,0,0,0,0,0,0,11011,0,NA,1,2,0,0,0,0,81359,38660,42699,46802,76111,5905,2332,1385,6826,11178,6,21097,117,26601,30924,26281,15973,17773,14147,3626,9,5032,0.181254952813198,"pan","pan","pan-pvem",0,0,0,1,111,0,0,0,0,0,0,0,0,0,11.3066267395948,10.3392878604404,0
2004,"Cortazar","11011",0,0,0,0,0,0,0,11011,0,NA,0,4,0,0,0,0,81359,38660,42699,46802,76111,5905,2332,1385,6826,11178,6,21097,117,26601,30924,26281,15973,17773,14147,3626,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,111,0,0,0,0,0,0,0,0,0,11.3066267395948,10.3392878604404,0
2005,"Cortazar","11011",0,0,0,0,0,0,0,11011,0,NA,1,4,0,0,0,0,81359,38660,42699,46802,76111,5905,2332,1385,6826,11178,6,21097,117,26601,30924,26281,15973,17773,14147,3626,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,111,0,0,0,0,0,0,0,0,0,11.3066267395948,10.3392878604404,0
2006,"Cortazar","11011",0,0,0,0,0,0,0,11011,0,NA,1,1,0,0,0,0,81359,38660,42699,46802,76111,5905,2332,1385,6826,11178,6,21097,117,26601,30924,26281,15973,17773,14147,3626,3,13144,0.398290960879973,"pan","pan","pan-pvem",0,0,0,1,111,0,0,0,0,0,0,0,0,0,11.3066267395948,10.3392878604404,0
2007,"Cortazar","11011",0,0,0,0,0,0,0,11011,0,NA,1,2,0,0,0,0,81359,38660,42699,46802,76111,5905,2332,1385,6826,11178,6,21097,117,26601,30924,26281,15973,17773,14147,3626,NA,NA,NA,"pan-pna","pan-panal","pan",0,0,0,0,111,0,0,0,0,0,0,0,0,0,11.3066267395948,10.3392878604404,0
2008,"Cortazar","11011",0,0,0,0,0,0,0,11011,0,NA,1,3,0,0,0,0,81359,38660,42699,46802,76111,5905,2332,1385,6826,11178,6,21097,117,26601,30924,26281,15973,17773,14147,3626,NA,NA,NA,"pan-pna","pan-panal","pan",0,0,0,0,111,0,0,0,0,0,0,0,0,0,11.3066267395948,10.3392878604404,0
2009,"Cortazar","11011",1,2,0,1,0,0,0,11011,1,NA,3,8,0,0,0,0,81359,38660,42699,46802,76111,5905,2332,1385,6826,11178,6,21097,117,26601,30924,26281,15973,17773,14147,3626,8,9240,0.285114786472476,"pan-pna","pan-panal","pan",0,0,0,1,111,0,0,0,0,0,0,0,0,0,11.3066267395948,10.3392878604404,0
2010,"Cortazar","11011",2,2,0,2,0,1,0,11011,1,NA,6,13,0,0,0,0,88397,42650,45747,56617,82985,167,3397,2355,4884,5613,9171,7.56,33657,33553,31864,22706,20040,15082,4958,25301,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,111,0,0,0,0,0,0,0,0,0,11.3895933113983,10.3692321248615,0
2011,"Cortazar","11011",3,2,1,2,0,1,0,11011,1,12,6,10,0,0,0,0,88397,42650,45747,56617,82985,167,3397,2355,4884,5613,9171,7.56,33657,33553,31864,22706,20040,15082,4958,25301,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,111,0,0,0,0,0,0,0,0,0,11.3895933113983,10.3692321248615,0
2012,"Cortazar","11011",2,2,0,2,0,1,0,11011,1,19,3,11,0,0,0,0,88397,42650,45747,56617,82985,167,3397,2355,4884,5613,9171,7.56,33657,33553,31864,22706,20040,15082,4958,25301,6,1627,0.0427707676130389,"pan","pan-panal","pan",0,0,0,1,172,0,0,0,0,0,0,0,0,0,11.3895933113983,10.3692321248615,0
2013,"Cortazar","11011",2,2,0,2,0,1,0,11011,0,8,3,9,0,0,0,0,88397,42650,45747,56617,82985,167,3397,2355,4884,5613,9171,7.56,33657,33553,31864,22706,20040,15082,4958,25301,NA,NA,NA,"pri-pvem","pan-panal","pri-pvem",0,1,0,0,172,0,0,0,0,0,0,0,0,0,11.3895933113983,10.3692321248615,0
2014,"Cortazar","11011",2,3,0,1,1,1,0,11011,1,18,15,22,0,0,0,0,88397,42650,45747,56617,82985,167,3397,2355,4884,5613,9171,7.56,33657,33553,31864,22706,20040,15082,4958,25301,NA,NA,NA,"pri-pvem","pan-panal","pri-pvem",0,1,0,0,110,0,0,0,0,0,0,0,0,0,11.3895933113983,10.3692321248615,0
2015,"Cortazar","11011",2,3,1,0,1,1,0,11011,1,17,13,26,0,0,0,0,88397,42650,45747,56617,82985,167,3397,2355,4884,5613,9171,7.56,33657,33553,31864,22706,20040,15082,4958,25301,8,566,0.0161811372537808,"pri-pvem","pan-panal","pri-pvem",0,1,0,1,110,0,0,0,0,0,0,0,0,0,11.3895933113983,10.3692321248615,0
2016,"Cortazar","11011",2,3,1,0,1,1,0,11011,0,22,11,25,0,0,0,0,88397,42650,45747,56617,82985,167,3397,2355,4884,5613,9171,7.56,33657,33553,31864,22706,20040,15082,4958,25301,NA,NA,NA,"prd","pan-panal","pri-pvem",1,1,1,0,182,0,0,0,0,0,0,0,0,0,11.3895933113983,10.3692321248615,1
2017,"Cortazar","11011",2,3,1,0,1,1,0,11011,0,15,14,34,0,0,0,0,88397,42650,45747,56617,82985,167,3397,2355,4884,5613,9171,7.56,33657,33553,31864,22706,20040,15082,4958,25301,NA,NA,NA,"prd","pan-panal","pri-pvem",1,1,1,0,182,0,0,0,0,0,0,0,0,0,11.3895933113983,10.3692321248615,1
2018,"Cortazar","11011",3,3,1,1,1,1,0,11011,1,NA,NA,NA,0,0,0,0,88397,42650,45747,56617,82985,167,3397,2355,4884,5613,9171,7.56,33657,33553,31864,22706,20040,15082,4958,25301,7,1382,0.0321806962393759,"prd","pan-panal","pri-pvem",1,1,1,1,117,2,2,0,0,3,1,2,0,0,11.3895933113983,10.3692321248615,1
2019,"Cortazar","11011",2,3,1,0,1,1,0,11011,1,NA,NA,NA,0,0,0,0,88397,42650,45747,56617,82985,167,3397,2355,4884,5613,9171,7.56,33657,33553,31864,22706,20040,15082,4958,25301,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,117,3,0,3,0,3,0,3,0,0,11.3895933113983,10.3692321248615,0
2020,"Cortazar","11011",2,3,0,1,1,1,0,11011,1,NA,NA,NA,0,0,0,0,97928,50393,47535,68329,92880,154,3430,3284,3695,4233,6885,8.82,47608,30649,46644,24868,25373,8218,17155,31346,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,91,4,3,1,0,4,3,1,0,0,11.4919877937553,10.7502995806402,0
2021,"Cortazar","11011",2,3,0,1,1,1,0,11011,0,NA,NA,NA,0,0,0,0,97928,50393,47535,68329,92880,154,3430,3284,3695,4233,6885,8.82,47608,30649,46644,24868,25373,8218,17155,31346,11,6128,0.172284854789283,"pan","pan-prd-mc","morena-pt-pes",0,0,1,1,91,NA,NA,NA,NA,NA,NA,NA,NA,0,11.4919877937553,10.7502995806402,0
2000,"Cuerámaro","11012",0,0,0,0,0,0,0,11012,0,NA,0,1,0,0,0,0,25610,11990,13620,14009,23926,2563,540,295,3313,3847,5,6685,46,6447,11194,6394,5212,5400,4264,1136,6,1690,0.152224824355972,"pri","pan","pri",0,1,0,1,31,0,0,0,0,0,0,0,0,0,10.1507381791936,9.32313319945131,0
2001,"Cuerámaro","11012",0,0,0,0,0,0,0,11012,0,NA,0,1,0,0,0,0,25610,11990,13620,14009,23926,2563,540,295,3313,3847,5,6685,46,6447,11194,6394,5212,5400,4264,1136,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,31,0,0,0,0,0,0,0,0,0,10.1507381791936,9.32313319945131,0
2002,"Cuerámaro","11012",0,0,0,0,0,0,0,11012,0,NA,1,1,0,0,0,0,25610,11990,13620,14009,23926,2563,540,295,3313,3847,5,6685,46,6447,11194,6394,5212,5400,4264,1136,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,31,0,0,0,0,0,0,0,0,0,10.1507381791936,9.32313319945131,0
2003,"Cuerámaro","11012",0,0,0,0,0,0,0,11012,0,NA,0,2,0,0,0,0,25610,11990,13620,14009,23926,2563,540,295,3313,3847,5,6685,46,6447,11194,6394,5212,5400,4264,1136,6,600,0.0706464146944542,"pan","pan","pan-pvem",0,0,0,1,31,0,0,0,0,0,0,0,0,0,10.1507381791936,9.32313319945131,0
2004,"Cuerámaro","11012",0,0,0,0,0,0,0,11012,0,NA,0,1,0,0,0,0,25610,11990,13620,14009,23926,2563,540,295,3313,3847,5,6685,46,6447,11194,6394,5212,5400,4264,1136,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,31,0,0,0,0,0,0,0,0,0,10.1507381791936,9.32313319945131,0
2005,"Cuerámaro","11012",0,0,0,0,0,0,0,11012,0,NA,1,2,0,0,0,0,25610,11990,13620,14009,23926,2563,540,295,3313,3847,5,6685,46,6447,11194,6394,5212,5400,4264,1136,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,31,0,0,0,0,0,0,0,0,0,10.1507381791936,9.32313319945131,0
2006,"Cuerámaro","11012",0,0,0,0,0,0,0,11012,0,NA,0,5,0,0,0,0,25610,11990,13620,14009,23926,2563,540,295,3313,3847,5,6685,46,6447,11194,6394,5212,5400,4264,1136,3,216,0.0222199362205535,"pan","pan","pan-pvem",0,0,0,1,31,0,0,0,0,0,0,0,0,0,10.1507381791936,9.32313319945131,0
2007,"Cuerámaro","11012",0,0,0,0,0,0,0,11012,0,NA,2,4,0,0,0,0,25610,11990,13620,14009,23926,2563,540,295,3313,3847,5,6685,46,6447,11194,6394,5212,5400,4264,1136,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,31,0,0,0,0,0,0,0,0,0,10.1507381791936,9.32313319945131,1
2008,"Cuerámaro","11012",0,0,0,0,0,0,0,11012,0,NA,0,3,0,0,0,0,25610,11990,13620,14009,23926,2563,540,295,3313,3847,5,6685,46,6447,11194,6394,5212,5400,4264,1136,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,31,0,0,0,0,0,0,0,0,0,10.1507381791936,9.32313319945131,1
2009,"Cuerámaro","11012",1,2,0,1,0,0,0,11012,1,NA,2,5,0,0,0,0,25610,11990,13620,14009,23926,2563,540,295,3313,3847,5,6685,46,6447,11194,6394,5212,5400,4264,1136,6,1351,0.11838415702769,"pri","pan-panal","pan",1,1,1,1,31,2,2,0,0,2,2,0,0,0,10.1507381791936,9.32313319945131,1
2010,"Cuerámaro","11012",2,2,0,2,0,1,0,11012,1,NA,2,3,0,0,0,0,27308,13071,14237,16941,25446,28,1027,551,2214,2567,3264,6.56,9087,11295,7596,7254,6602,5036,1566,9040,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,31,1,1,0,0,1,1,0,0,0,10.2149349785382,8.93537707193218,0
2011,"Cuerámaro","11012",1,2,0,1,0,0,0,11012,0,2,0,1,0,0,0,0,27308,13071,14237,16941,25446,28,1027,551,2214,2567,3264,6.56,9087,11295,7596,7254,6602,5036,1566,9040,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,31,0,0,0,0,0,0,0,0,0,10.2149349785382,8.93537707193218,0
2012,"Cuerámaro","11012",1,2,0,1,0,0,0,11012,1,4,1,3,0,0,0,0,27308,13071,14237,16941,25446,28,1027,551,2214,2567,3264,6.56,9087,11295,7596,7254,6602,5036,1566,9040,5,1525,0.120524776732791,"pan","pan-panal","pan",0,0,0,1,58,0,0,0,0,0,0,0,0,0,10.2149349785382,8.93537707193218,0
2013,"Cuerámaro","11012",1,2,0,1,0,0,0,11012,0,4,7,7,0,0,0,0,27308,13071,14237,16941,25446,28,1027,551,2214,2567,3264,6.56,9087,11295,7596,7254,6602,5036,1566,9040,NA,NA,NA,"prd","pan-panal","pri-pvem",1,1,1,0,58,0,0,0,0,0,0,0,0,0,10.2149349785382,8.93537707193218,1
2014,"Cuerámaro","11012",1,2,0,1,0,0,0,11012,1,2,0,2,0,0,0,0,27308,13071,14237,16941,25446,28,1027,551,2214,2567,3264,6.56,9087,11295,7596,7254,6602,5036,1566,9040,NA,NA,NA,"prd","pan-panal","pri-pvem",1,1,1,0,46,0,0,0,0,0,0,0,0,0,10.2149349785382,8.93537707193218,1
2015,"Cuerámaro","11012",0,0,0,0,0,0,0,11012,0,4,0,2,0,0,0,0,27308,13071,14237,16941,25446,28,1027,551,2214,2567,3264,6.56,9087,11295,7596,7254,6602,5036,1566,9040,6,3937,0.306119275328513,"prd","pan-panal","pri-pvem",1,1,1,1,46,0,0,0,0,0,0,0,0,0,10.2149349785382,8.93537707193218,1
2016,"Cuerámaro","11012",1,2,0,1,0,0,0,11012,1,4,3,5,1,1,0,0,27308,13071,14237,16941,25446,28,1027,551,2214,2567,3264,6.56,9087,11295,7596,7254,6602,5036,1566,9040,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,50,0,0,0,0,0,0,0,0,1,10.2149349785382,8.93537707193218,0
2017,"Cuerámaro","11012",1,3,0,0,1,0,0,11012,0,4,5,10,1,1,0,0,27308,13071,14237,16941,25446,28,1027,551,2214,2567,3264,6.56,9087,11295,7596,7254,6602,5036,1566,9040,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,50,0,0,0,0,0,0,0,0,1,10.2149349785382,8.93537707193218,0
2018,"Cuerámaro","11012",1,3,0,0,1,0,0,11012,0,NA,NA,NA,1,1,0,0,27308,13071,14237,16941,25446,28,1027,551,2214,2567,3264,6.56,9087,11295,7596,7254,6602,5036,1566,9040,7,3312,0.28189633160269,"pan","pan-panal","pri-pvem",0,0,1,1,52,0,0,0,0,0,0,0,0,1,10.2149349785382,8.93537707193218,0
2019,"Cuerámaro","11012",1,3,0,0,1,0,0,11012,0,NA,NA,NA,1,1,0,0,27308,13071,14237,16941,25446,28,1027,551,2214,2567,3264,6.56,9087,11295,7596,7254,6602,5036,1566,9040,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,52,0,0,0,0,0,0,0,0,1,10.2149349785382,8.93537707193218,0
2020,"Cuerámaro","11012",1,3,0,0,1,0,0,11012,1,NA,NA,NA,1,1,0,0,30857,15990,14867,20691,28486,30,980,819,1862,2263,2795,7.74,13379,10574,13183,7673,8160,2852,5308,11338,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,43,0,0,0,0,0,0,0,0,1,10.3371189079706,9.48668339975797,0
2021,"Cuerámaro","11012",1,3,0,0,1,0,0,11012,1,NA,NA,NA,1,1,0,0,30857,15990,14867,20691,28486,30,980,819,1862,2263,2795,7.74,13379,10574,13183,7673,8160,2852,5308,11338,7,649,0.0554416538527251,"pan","pan-prd-mc","morena-pt-pes",0,0,1,1,43,NA,NA,NA,NA,NA,NA,NA,NA,1,10.3371189079706,9.48668339975797,0
2000,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,NA,1,1,0,0,0,0,19943,9510,10433,9878,18443,2752,557,258,2956,2755,5,5519,22,4894,7849,4858,3754,3875,3071,804,5,393,0.0865829477858559,"pan","pan","pri",0,0,1,1,37,0,0,0,0,0,0,0,0,0,9.90063348355322,8.96814141412681,0
2001,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,NA,0,1,0,0,0,0,19943,9510,10433,9878,18443,2752,557,258,2956,2755,5,5519,22,4894,7849,4858,3754,3875,3071,804,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,37,0,0,0,0,0,0,0,0,0,9.90063348355322,8.96814141412681,1
2002,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,NA,0,0,0,0,0,0,19943,9510,10433,9878,18443,2752,557,258,2956,2755,5,5519,22,4894,7849,4858,3754,3875,3071,804,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,37,0,0,0,0,0,0,0,0,0,9.90063348355322,8.96814141412681,1
2003,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,NA,0,1,0,0,0,0,19943,9510,10433,9878,18443,2752,557,258,2956,2755,5,5519,22,4894,7849,4858,3754,3875,3071,804,8,76,0.0110916520723877,"pri","pan","pan-pvem",1,1,1,1,37,0,0,0,0,0,0,0,0,0,9.90063348355322,8.96814141412681,1
2004,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,NA,0,0,0,0,0,0,19943,9510,10433,9878,18443,2752,557,258,2956,2755,5,5519,22,4894,7849,4858,3754,3875,3071,804,NA,NA,NA,"pvem","pan","pan-pvem",0,1,0,0,37,0,0,0,0,0,0,0,0,0,9.90063348355322,8.96814141412681,0
2005,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,NA,0,0,0,0,0,0,19943,9510,10433,9878,18443,2752,557,258,2956,2755,5,5519,22,4894,7849,4858,3754,3875,3071,804,NA,NA,NA,"pvem","pan","pan-pvem",0,1,0,0,37,0,0,0,0,0,0,0,0,0,9.90063348355322,8.96814141412681,0
2006,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,NA,0,0,0,0,0,0,19943,9510,10433,9878,18443,2752,557,258,2956,2755,5,5519,22,4894,7849,4858,3754,3875,3071,804,7,238,0.0313446595548531,"pvem","pan","pan-pvem",0,1,0,1,37,0,0,0,0,0,0,0,0,0,9.90063348355322,8.96814141412681,0
2007,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,NA,0,0,0,0,0,0,19943,9510,10433,9878,18443,2752,557,258,2956,2755,5,5519,22,4894,7849,4858,3754,3875,3071,804,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,37,0,0,0,0,0,0,0,0,0,9.90063348355322,8.96814141412681,0
2008,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,NA,0,0,0,0,0,0,19943,9510,10433,9878,18443,2752,557,258,2956,2755,5,5519,22,4894,7849,4858,3754,3875,3071,804,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,37,0,0,0,0,0,0,0,0,0,9.90063348355322,8.96814141412681,0
2009,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,NA,0,0,0,0,0,0,19943,9510,10433,9878,18443,2752,557,258,2956,2755,5,5519,22,4894,7849,4858,3754,3875,3071,804,5,621,0.0660497766432674,"pan","pan-panal","pan",0,0,0,1,37,0,0,0,0,0,0,0,0,0,9.90063348355322,8.96814141412681,0
2010,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,NA,0,1,0,0,0,0,23324,11129,12195,13060,21079,24,1051,429,2401,2627,2397,6.26,7736,8842,7123,6759,5164,3960,1204,6437,NA,NA,NA,"conve","pan-panal","pan",1,1,1,0,37,0,0,0,0,0,0,0,0,0,10.057238152342,8.87108426397835,1
2011,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,2,0,2,0,0,0,0,23324,11129,12195,13060,21079,24,1051,429,2401,2627,2397,6.26,7736,8842,7123,6759,5164,3960,1204,6437,NA,NA,NA,"conve","pan-panal","pan",1,1,1,0,37,0,0,0,0,0,0,0,0,0,10.057238152342,8.87108426397835,1
2012,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,1,0,1,0,0,0,0,23324,11129,12195,13060,21079,24,1051,429,2401,2627,2397,6.26,7736,8842,7123,6759,5164,3960,1204,6437,5,65,0.00668311741723215,"conve","pan-panal","pan",1,1,1,1,38,0,0,0,0,0,0,0,0,0,10.057238152342,8.87108426397835,1
2013,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,2,0,1,0,0,0,0,23324,11129,12195,13060,21079,24,1051,429,2401,2627,2397,6.26,7736,8842,7123,6759,5164,3960,1204,6437,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,38,0,0,0,0,0,0,0,0,0,10.057238152342,8.87108426397835,0
2014,"Doctor Mora","11013",0,0,0,0,0,0,0,11013,0,3,1,1,0,0,0,0,23324,11129,12195,13060,21079,24,1051,429,2401,2627,2397,6.26,7736,8842,7123,6759,5164,3960,1204,6437,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,23,0,0,0,0,0,0,0,0,0,10.057238152342,8.87108426397835,0
2015,"Doctor Mora","11013",1,1,1,0,0,0,0,11013,1,3,0,3,0,0,0,0,23324,11129,12195,13060,21079,24,1051,429,2401,2627,2397,6.26,7736,8842,7123,6759,5164,3960,1204,6437,7,2559,0.231269769543606,"pan","pan-panal","pri-pvem",0,0,1,1,23,0,0,0,0,0,0,0,0,0,10.057238152342,8.87108426397835,0
2016,"Doctor Mora","11013",1,1,1,0,0,0,0,11013,0,2,1,2,0,0,0,0,23324,11129,12195,13060,21079,24,1051,429,2401,2627,2397,6.26,7736,8842,7123,6759,5164,3960,1204,6437,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,45,0,0,0,0,0,0,0,0,0,10.057238152342,8.87108426397835,0
2017,"Doctor Mora","11013",1,1,1,0,0,0,0,11013,0,1,1,2,0,0,0,0,23324,11129,12195,13060,21079,24,1051,429,2401,2627,2397,6.26,7736,8842,7123,6759,5164,3960,1204,6437,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,45,0,0,0,0,0,0,0,0,0,10.057238152342,8.87108426397835,0
2018,"Doctor Mora","11013",1,1,1,0,0,0,0,11013,0,NA,NA,NA,0,0,0,0,23324,11129,12195,13060,21079,24,1051,429,2401,2627,2397,6.26,7736,8842,7123,6759,5164,3960,1204,6437,7,859,0.0756028868157015,"pan","pan-panal","pri-pvem",0,0,1,1,38,0,0,0,0,0,0,0,0,0,10.057238152342,8.87108426397835,0
